集团名称,集团类型,主管机构_省级,主管机构_市级,牵头单位,成员名称,成员类型,成员数据来源,链接
格致教育集团,基础教育,上海市,,,上海市格致中学,,,https://zhuanlan.zhihu.com/p/276343574
格致教育集团,基础教育,上海市,,,上海市储能中学,,,https://zhuanlan.zhihu.com/p/276343574
格致教育集团,基础教育,上海市,,,同济黄浦设计创意中学,,,https://zhuanlan.zhihu.com/p/276343574
格致教育集团,基础教育,上海市,,,上海市格致初级中学,,,https://zhuanlan.zhihu.com/p/276343574
格致教育集团,基础教育,上海市,,,上海市民办明珠中学,,,https://zhuanlan.zhihu.com/p/276343574
格致教育集团,基础教育,上海市,,,上海市应昌期围棋学校,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市市南中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市民办立达中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同初级中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市尚文中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市黄浦学校,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市市南中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市民办立达中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同初级中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市尚文中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市黄浦学校,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市市南中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市民办立达中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同初级中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市尚文中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市黄浦学校,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市市南中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市民办立达中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同初级中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市尚文中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市黄浦学校,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市市南中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市民办立达中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同初级中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市尚文中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市黄浦学校,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市市南中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市民办立达中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市大同初级中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市尚文中学,,,https://zhuanlan.zhihu.com/p/276343574
大同教育集团,基础教育,上海市,,,上海市黄浦学校,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市向明中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市金陵中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市向明初级中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市清华中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市向明中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市金陵中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市向明初级中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市清华中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市向明中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市金陵中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市向明初级中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市清华中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市向明中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市金陵中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市向明初级中学,,,https://zhuanlan.zhihu.com/p/276343574
向明教育集团,基础教育,上海市,,,上海市清华中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学西校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东新区建平中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平世纪中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平香梅中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市民办金苹果学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海民办建平远翔学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学西校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东新区建平中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平世纪中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平香梅中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市民办金苹果学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海民办建平远翔学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学西校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东新区建平中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平世纪中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平香梅中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市民办金苹果学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海民办建平远翔学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学西校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东新区建平中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平世纪中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平香梅中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市民办金苹果学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海民办建平远翔学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学西校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东新区建平中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平世纪中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平香梅中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市民办金苹果学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海民办建平远翔学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学西校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东新区建平中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平世纪中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平香梅中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市民办金苹果学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海民办建平远翔学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学西校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东新区建平中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平世纪中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平香梅中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市民办金苹果学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海民办建平远翔学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学西校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东新区建平中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平世纪中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平香梅中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市民办金苹果学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海民办建平远翔学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平中学西校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东新区建平中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平世纪中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市建平香梅中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市浦东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海市民办金苹果学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市建平教育集团,基础教育,上海市,,,上海民办建平远翔学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
