集团名称,集团类型,主管机构_省级,主管机构_市级,牵头单位,成员名称,成员类型,成员数据来源,链接
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海海事大学附属北蔡高级中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市新场中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高东中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才中学北校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市进才实验中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市高桥北陆学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市罗山中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市北蔡中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海民办进才外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市进才教育集团,基础教育,上海市,,,上海市浦东新区进才中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾菊园实验学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海民办洋泾外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海交通大学附属中学浦东实验高中,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾菊园实验学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海民办洋泾外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海交通大学附属中学浦东实验高中,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾菊园实验学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海民办洋泾外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海交通大学附属中学浦东实验高中,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾菊园实验学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海民办洋泾外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海交通大学附属中学浦东实验高中,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾菊园实验学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海民办洋泾外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海交通大学附属中学浦东实验高中,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾菊园实验学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学东校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海市洋泾中学南校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海民办洋泾外国语学校,,,https://zhuanlan.zhihu.com/p/276343574
上海市洋泾教育集团,基础教育,上海市,,,上海交通大学附属中学浦东实验高中,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学南校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学北校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学华夏西校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市侨光中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市五三中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市孙桥中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学南校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学北校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学华夏西校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市侨光中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市五三中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市孙桥中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学南校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学北校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学华夏西校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市侨光中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市五三中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市孙桥中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学南校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学北校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学华夏西校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市侨光中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市五三中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市孙桥中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学南校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学北校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学华夏西校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市侨光中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市五三中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市孙桥中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学南校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学北校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学华夏西校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市侨光中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市五三中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市孙桥中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学南校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学北校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市川沙中学华夏西校,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市侨光中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市五三中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区川中教育集团,基础教育,上海市,,,上海市孙桥中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区南汇一中教育集团,基础教育,上海市,,,上海市南汇第一中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区南汇一中教育集团,基础教育,上海市,,,上海市南汇第三中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区南汇一中教育集团,基础教育,上海市,,,上海市南汇第四中学,,,https://zhuanlan.zhihu.com/p/276343574
浦东新区南汇一中教育集团,基础教育,上海市,,,上海市黄路学校,,,https://zhuanlan.zhihu.com/p/276343574
