学校名称,办学层次,学校性质,学校类别,主管部门,所在省份,所在城市,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程
南京工业大学,普通本科,公办,理工类,江苏省,江苏,南京市,1902,江苏省南京市江北新区浦珠南路30号,http://www.njtech.edu.cn/,"njut,njau,南京工业,南工大",,4000,2,2
江西农业大学,普通本科,公办,农林类,江西省,江西,南昌市,1905,江西省南昌经济技术开发区志敏大道1101号,http://www.jxau.edu.cn/,江西农大,,16000,2,2
扬州大学,普通本科,公办,综合类,江苏省,江苏,扬州市,1902,江苏省扬州市大学南路88号,http://www.yzu.edu.cn/,扬大,,6000,2,2
江西师范大学,普通本科,公办,师范类,江西省,江西,南昌市,1940,"瑶湖校区：江西省南昌市紫阳大道99号,青山湖校区：江西省南昌市北京西路437号",http://www.jxnu.edu.cn/,"江西师大,江西师范",,3500,2,2
江西财经大学,普通本科,公办,财经类,江西省,江西,南昌市,1923,"蛟桥园校区：江西省南昌市国家经济技术开发区双港东大街169号,麦庐园校区：江西省南昌市国家经济技术开发区玉屏大道",http://www.jxufe.edu.cn/,"江财,江西财经",,2200,2,2
东华理工大学,普通本科,公办,理工类,江西省,江西,南昌市,1956,江西省南昌市经济技术开发区广兰大道418号,https://www.ecut.edu.cn/,东华理工,,2500,2,2
南昌航空大学,普通本科,公办,理工类,江西省,江西,南昌市,1952,江西省南昌市丰和南大道696号南昌航空大学招生办公室,http://www.nchu.edu.cn/,"昌航,nchu",,3500,2,2
重庆医科大学,普通本科,公办,医药类,重庆市,重庆,重庆市,1956,重庆市渝中区医学院路1号,http://www.cqmu.edu.cn/,重庆医大,,2650,2,2
重庆师范大学,普通本科,公办,师范类,重庆市,重庆,重庆市,1954,"大学城校区：重庆市沙坪坝区大学城中路37号,沙坪坝校区：重庆市沙坪坝区天陈路12号,北碚校区：重庆市北碚区团山堡1号",http://www.cqnu.edu.cn,"重庆师大,重庆师范,重师",,2688,2,2
西南政法大学,普通本科,公办,政法类,重庆市,重庆,重庆市,1950,重庆市渝北区宝圣大道301号,http://www.swupl.edu.cn/,"西南政法,swupl",,3000,2,2
南京体育学院,普通本科,公办,体育类,江苏省,江苏,南京市,1956,江苏省南京市玄武区灵谷寺路8号;江苏省南京市栖霞区仙林大道169号,http://www.nipes.cn/,南京体院,,640,2,2
景德镇陶瓷大学,普通本科,公办,艺术类,江西省,江西,景德镇市,1910,江西省景德镇市湘湖,http://www.jci.edu.cn/,景陶,景德镇陶瓷学院,1970,2,2
重庆邮电大学,普通本科,公办,理工类,重庆市,重庆,重庆市,1950,重庆市南岸区南山街道崇文路2号,http://www.cqupt.edu.cn/,"重邮,重庆邮电",,3800,2,2
江西中医药大学,普通本科,公办,医药类,江西省,江西,南昌市,1959,江西省南昌市新建区梅岭大道1688号,https://www.jxutcm.edu.cn/,,江西中医学院,2308,2,2
上饶师范学院,普通本科,公办,师范类,江西省,江西,上饶市,1958,江西省上饶市信州区志敏大道401号,http://www.sru.edu.cn/,"上饶师院,上饶师范学校",赣东北大学,1594,2,2
重庆理工大学,普通本科,公办,理工类,重庆市,重庆,重庆市,1940,"花溪校区：重庆市巴南区红光大道69号,两江校区：重庆市渝北区龙兴镇普福大道459号",http://www.cqut.edu.cn,"重理工,CQUT",,2152,2,2
辽东学院,普通本科,公办,综合类,辽宁省,辽宁,丹东市,1948,"临江校区：辽宁省丹东市振安区临江后街116号,金山校区：辽宁省丹东市元宝区文化路325号",http://www.elnu.edu.cn/,,,1232,2,2
赣南师范大学,普通本科,公办,师范类,江西省,江西,赣州市,1958,江西省赣州市赣州开发区师院南路,https://www.gnnu.edu.cn/,"赣师大,赣南师大,赣南师范",赣南师范学院,2300,2,2
江西科技师范大学,普通本科,公办,师范类,江西省,江西,南昌市,1952,"枫林校区：江西省南昌市昌北经济开发区枫林大道605号,红角洲校区：江西省南昌市红角洲学府大道589号",http://www.jxstnu.edu.cn/,江西科技师范学院,江西科技师范学院,2159,2,2
长江师范学院,普通本科,公办,师范类,重庆市,重庆,重庆市,1931,重庆市涪陵区聚贤大道16号,https://www.yznu.edu.cn/,长江师范,涪陵师范学院,1740,2,2
宜春学院,普通本科,公办,综合类,江西省,江西,宜春市,1958,"校本部：江西省宜春市学府路576号,北校区：江西省宜春市宜春北路128号",https://www.jxycu.edu.cn/,,,2000,2,2
四川外国语大学,普通本科,公办,语言类,重庆市,重庆,重庆市,1950,重庆市沙坪坝区壮志路33号,http://www.sisu.edu.cn,川外,四川外语学院,1065,2,2
九江学院,普通本科,公办,综合类,江西省,江西,九江市,1901,江西省九江市前进东路551号,http://www.jju.edu.cn,,,3669,2,2
赣南医学院,普通本科,公办,医药类,江西省,江西,赣州市,1941,"黄金校区：江西省赣州蓉江新区和谐大道1号,章贡校区：江西省赣州市章贡区医学院路1号",http://www.gmu.cn/,赣医,,1873,2,2
四川美术学院,普通本科,公办,艺术类,重庆市,重庆,重庆市,1940,重庆市沙坪坝区大学城四川美术学院,http://www.scfai.edu.cn,"川美,四川美院",,1200,2,2
井冈山大学,普通本科,公办,综合类,江西省,江西,吉安市,1958,江西省吉安市青原区学苑路28号,http://www.jgsu.edu.cn/,井大,,2459,2,2
重庆三峡学院,普通本科,公办,综合类,重庆市,重庆,重庆市,1956,重庆市万州区天星路666号,http://www.sanxiau.edu.cn/,三峡学院,,3039,2,2
石河子大学,普通本科,公办,综合类,新疆生产建设兵团,新疆,自治区直辖县级行政区划,1949,新疆维吾尔自治区石河子市北四路,http://www.shzu.edu.cn/,,,2703,2,1
鲁迅美术学院,普通本科,公办,艺术类,辽宁省,辽宁,沈阳市,1938,"辽宁省沈阳市和平区三好街19号,辽宁省大连市金州新区金石滩金石路39号",http://www.lumei.edu.cn/,"鲁美,LAFA",,1437,2,2
中国刑事警察学院,普通本科,公办,政法类,公安部,辽宁,沈阳市,1948,辽宁省沈阳市塔湾街83号,http://www.cipuc.edu.cn/,中国刑警学院,,775,2,2
沈阳医学院,普通本科,公办,医药类,辽宁省,辽宁,沈阳市,1949,辽宁省沈阳市黄河北大街146号,http://www.symc.edu.cn/index.htm,沈医,,732,2,2
沈阳体育学院,普通本科,公办,体育类,辽宁省,辽宁,沈阳市,1954,辽宁省沈阳市苏家屯区金钱松东路36号,http://www.syty.edu.cn/,沈阳体院,,1688,2,2
鞍山师范学院,普通本科,公办,师范类,辽宁省,辽宁,鞍山市,1958,辽宁省鞍山市铁东区平安街43号,http://www.asnc.edu.cn,鞍山师范,,1125,2,2
辽宁中医药大学,普通本科,公办,医药类,辽宁省,辽宁,沈阳市,1958,辽宁省沈阳市皇姑区崇山东路79号,http://www.lnutcm.edu.cn/,"辽中医,lnutcm",,1040,2,2
沈阳音乐学院,普通本科,公办,艺术类,辽宁省,辽宁,沈阳市,1938,辽宁省沈阳市和平区三好街61号,http://www.sycm.edu.cn/,沈音,,690,2,2
锦州医科大学,普通本科,公办,医药类,辽宁省,辽宁,锦州市,1946,辽宁省锦州市松坡路三段40号,http://www.jzmu.edu.cn/,锦医大,辽宁医学院,1493,2,2
大连民族大学,普通本科,公办,民族类,国家民委,辽宁,大连市,1984,辽宁省大连经济技术开发区辽河西路18号,https://www.dlnu.edu.cn/hhh/index.htm,大连民大,大连民族学院,1600,2,2
沈阳航空航天大学,普通本科,公办,理工类,辽宁省,辽宁,沈阳市,1952,辽宁省沈阳市沈北新区道义南大街37号,https://www.sau.edu.cn/,沈航,沈阳航空工业学院,1732,2,2
大连海洋大学,普通本科,公办,农林类,辽宁省,辽宁,大连市,1952,"黄海校区：辽宁省大连市沙河口区黑石礁街52号,渤海校区：辽宁省大连市甘井子区营平路288号",http://www.dlou.edu.cn/,大连海洋,大连水产学院,1005,2,2
大连工业大学,普通本科,公办,理工类,辽宁省,辽宁,大连市,1958,辽宁省大连市甘井子区轻工苑1号,http://www.dlpu.edu.cn/,大连工大,,758,2,2
沈阳建筑大学,普通本科,公办,理工类,辽宁省,辽宁,沈阳市,1948,辽宁省沈阳市浑南区浑南东路25号,http://www.sjzu.edu.cn/,沈阳建筑,,1500,2,2
辽宁工业大学,普通本科,公办,理工类,辽宁省,辽宁,锦州市,1951,辽宁省锦州市古塔区士英街169号,https://www.lnut.edu.cn/,辽工大,,945,2,2
渤海大学,普通本科,公办,综合类,辽宁省,辽宁,锦州市,1950,"松山校区：辽宁省锦州高新技术产业开发区科技路19号,滨海校区：辽宁省锦州经济技术开发区（滨海新区）金山大街20号",http://www.bhu.edu.cn/,渤大,,2250,2,2
沈阳化工大学,普通本科,公办,理工类,辽宁省,辽宁,沈阳市,1952,辽宁省沈阳市经济技术开发区11号街,http://www.syuct.edu.cn/,沈阳化工,"沈阳化工学院,辽宁科学技术大学",1425,2,2
大连外国语大学,普通本科,公办,语言类,辽宁省,辽宁,大连市,1964,辽宁省大连市旅顺南路西段6号,http://www.dlufl.edu.cn/,"大连外国语学院,大连外国语",大连外国语学院,1892,2,2
沈阳理工大学,普通本科,公办,理工类,辽宁省,辽宁,沈阳市,1948,辽宁省沈阳市浑南区南屏中路6号,http://www.sylu.edu.cn/,"沈理工,沈阳理工",,1695,2,2
大连大学,普通本科,公办,综合类,辽宁省,辽宁,大连市,1949,辽宁省大连市经济技术开发区学府大街10号,http://www.dlu.edu.cn/,连大,大连工学院分院,1646,2,2
大连医科大学,普通本科,公办,医药类,辽宁省,辽宁,大连市,1947,辽宁省大连市旅顺南路西段9号,http://www.dmu.edu.cn/,大医,大连医学院,2265,2,2
大连交通大学,普通本科,公办,理工类,辽宁省,辽宁,大连市,1956,辽宁省大连市沙河口区黄河路794号,http://www.djtu.edu.cn/,大连交大,大连铁道学院,1232,2,2
沈阳师范大学,普通本科,公办,师范类,辽宁省,辽宁,沈阳市,1951,辽宁省沈阳市皇姑区黄河北大街253号,http://www.synu.edu.cn/,"沈师,沈阳师范",,1845,2,2
辽宁科技大学,普通本科,公办,理工类,辽宁省,辽宁,鞍山市,1948,辽宁省鞍山市立山区千山中路189号,http://www.ustl.edu.cn,鞍山科技大学,,2760,2,2
辽宁石油化工大学,普通本科,公办,理工类,辽宁省,辽宁,抚顺市,1950,辽宁省抚顺市望花区丹东路西段一号,http://www.lnpu.edu.cn,辽石化,,1890,2,2
沈阳大学,普通本科,公办,综合类,辽宁省,辽宁,沈阳市,1905,辽宁省沈阳市大东区望花南街21号,http://www.syu.edu.cn/,沈大,,791,2,2
辽宁师范大学,普通本科,公办,师范类,辽宁省,辽宁,大连市,1951,辽宁省大连市沙河口区850号,http://www.lnnu.edu.cn/,辽宁师大,,2100,2,2
沈阳药科大学,普通本科,公办,医药类,辽宁省,辽宁,沈阳市,1931,辽宁省沈阳市沈河区文化路103号,http://www.syphu.edu.cn/,"沈药,沈阳医科大学,沈阳药科",,1995,2,2
沈阳工业大学,普通本科,公办,理工类,辽宁省,辽宁,沈阳市,1949,"中央校区:辽宁省沈阳经济技术开发区沈辽西路111号,兴顺校区:辽宁省沈阳市铁西区兴顺街南十三路1号",https://www.sut.edu.cn/,沈阳工大,,2268,2,2
沈阳农业大学,普通本科,公办,农林类,辽宁省,辽宁,沈阳市,1952,辽宁省沈阳市沈河区东陵路120号,http://www.syau.edu.cn/,沈阳农大,,10246,2,2
东北财经大学,普通本科,公办,财经类,辽宁省,辽宁,大连市,1952,辽宁省大连市沙河口区尖山街217号,http://www.dufe.edu.cn/,"东财,东北财经,东北财大",辽宁财经学院,1125,2,2
中国医科大学,普通本科,公办,医药类,辽宁省,辽宁,沈阳市,1931,辽宁省沈阳市沈北新区蒲河路77号,http://www.cmu.edu.cn/,中国医大,中国工农红军卫生学校,1949,2,2
西南民族大学,普通本科,公办,民族类,国家民委,四川,成都市,1951,"武侯校区：四川省成都市一环路南四段16号,航空港校区：四川省成都市双流区航空港开发区大件路文星段168号",http://www.swun.edu.cn/,"西南民大,西南民族",,3000,2,2
成都理工大学,普通本科,公办,理工类,四川省,四川,成都市,1956,四川省成都市成华区二仙桥东三路1号,http://www.cdut.edu.cn/,成都理工,成都理工学院,3887,2,2
新疆农业大学,普通本科,公办,农林类,新疆维吾尔自治区,新疆,乌鲁木齐市,1952,新疆维吾尔自治区乌鲁木齐市农大东路311号,http://www.xjau.edu.cn,新疆农大,,6000,2,2
新疆医科大学,普通本科,公办,医药类,新疆维吾尔自治区,新疆,乌鲁木齐市,1954,"雪莲山校区：新疆维吾尔自治区乌鲁木齐市水磨沟区尚德北路567号,新医路校区：新疆维吾尔自治区乌鲁木齐市新医路393号",http://www.xjmu.edu.cn/,新疆医大,新疆医学院,2165,2,2
新疆师范大学,普通本科,公办,师范类,新疆维吾尔自治区,新疆,乌鲁木齐市,1978,"温泉校区：新疆维吾尔自治区乌鲁木齐市水磨沟区观景路100号,昆仑校区：新疆维吾尔自治区乌鲁木齐市新医路102号",https://www.xjnu.edu.cn/,"新疆师大,新疆师范",,2435,2,2
喀什大学,普通本科,公办,综合类,新疆维吾尔自治区,新疆,喀什地区,1962,"高台校区：新疆维吾尔自治区喀什市学院路29号,新泉校区：新疆维吾尔自治区喀什市东城区学府大道",http://www.ksu.edu.cn/,喀大,喀什师范学院,2491,2,2
新疆财经大学,普通本科,公办,财经类,新疆维吾尔自治区,新疆,乌鲁木齐市,1950,新疆维吾尔自治区乌鲁木齐市北京中路449号,http://www.xjufe.edu.cn/,新疆财大,,946,2,2
新疆艺术学院,普通本科,公办,艺术类,新疆维吾尔自治区,新疆,乌鲁木齐市,1958,新疆维吾尔自治区乌鲁木齐市团结路734号,http://www.xjart.edu.cn/,XJArt,,1000,2,2
昌吉学院,普通本科,公办,综合类,新疆维吾尔自治区,新疆,昌吉回族自治州,1959,"北校区：新疆维吾尔自治区昌吉市北京北路77号,南校区：新疆维吾尔自治区昌吉市世纪大道南路9号",http://www.cjc.edu.cn/,,,1209,2,2
宁波大学,普通本科,公办,综合类,浙江省,浙江,宁波市,1986,浙江省宁波市江北区风华路818号,http://www.nbu.edu.cn/,nbu,,3045,2,2
浙江师范大学,普通本科,公办,综合类,浙江省,浙江,金华市,1956,浙江省金华市迎宾大道688号,http://www.zjnu.edu.cn/,"浙师大,浙江师大",,3300,2,2
